问题提出时间,问题描述,解决过程
2024-12-31 07:59:00,客户再次报告分拣机06的RC06-048格口堵塞。,客服内部沟通诊断发现，28号曾有满箱上报因网络异常失败，导致格口无法绑定新箱子。经与WMS团队确认后，客服重推了满箱上报数据。客服告知客户问题已解决，并指导客户重新绑定箱子。客户最终确认格口已正常运行。
2025-01-15 19:27:00,客户请求客服修改扫码台摄像头的设置，以测试扫描二维码功能，并要求测试完成后改回原配置；后续又请求配置同时支持扫描条形码和二维码。,客服同意提供24小时支持，并确认可以协助配置大华相机二维码识别功能，同时也确认了客户需要测试完成后改回一维码扫描配置。客户在第二天再次提出需要同时支持扫描条形码和二维码的需求，客服确认可以操作，并约定时间进行远程配置。
2025-01-16 21:59:00,客户报告RCS系统无法连接。,客服远程连接检查后，确认RCS已恢复正常。
2025-01-16 22:12:00,客户报告扫码台扫描结果不正确，例如实际条码为600。,客服要求客户提供清晰的二维码图片，并同意进行电话沟通以进一步排查问题。聊天记录中未显示该问题是否最终得到解决。
2025-01-18 01:56:00,客户请求提供3D分拣机RFID注册PDA程序，以便注册货架。,客服表示已收到请求，但聊天记录中未显示程序是否已提供或问题是否已解决。
2025-02-01 11:49:00,"客户咨询格口绑袋流程，特别是在有大量积压订单的情况下，绑袋是否必须按顺序（1,2,3,4）还是可以乱序（1,4,6,8），以及订单目的地的形成方式。",聊天记录中未提供该问题的解决过程或详细解释。
2025-02-03 01:18:00,客户请求帮助处理T-sort 10下层分拣机机器人172237的“地毯定位错误”。,客服尝试查找机器人，但未找到。客户告知已将机器人移出分拣机并会重新添加。客服指导客户将机器人移到地面进行调整（不要关机），调整完成后再放回平台进行随机运行测试。客户最终确认机器人已恢复正常。
2025-02-05 19:28:00,客户报告T-sort 3分拣机包裹读取存在问题，许多包裹显示“出口未绑定，请稍后重试”状态；同时，通道程序App似乎未按预期工作，传感器在物理上激活但在系统中状态未更新。,客服询问了包裹数量、平台信息，并尝试远程连接。客服指导客户重新放置包裹并使用PDA绑定格口，同时解释了灯亮状态的含义（满包或未绑定料框）。客服确认当前按钮程序和RCS格口状态一致显示为空，并解释正常情况下灯亮不会进行分拣。客户确认包裹已读取，但App显示问题仍存在，未在聊天记录中看到明确的App显示问题解决方案。
2025-03-05 19:44:00,客户请求帮助注册T-sort 10下层分拣机的BMSP板，并提及已更换过BMSP板和霍尔板，且更换前也有此故障，同时报告机器人编号不匹配及RFID读取信号波动问题。,客服询问是否已更换BMSP板，并指导客户重启机器人、按A键。在发现机器人编号（177010）与系统识别（169176）不匹配后，客服指导客户将机器人移到地面进行霍尔注册，并检查霍尔板连接线。在客户反馈RFID读取问题仍存在且霍尔板已更换两次后，客服指示现场人员进行霍尔校准。客户最终确认机器人已恢复正常运行。
2025-03-05 22:19:00,客户询问托盘电机杆是否超出预期行程，是否有校准方法。,客服提供了视频指导，但客户反馈无效。客服进一步询问了机器人翻转角度和复位情况。尽管客服认为此问题与BMSP无关，但客户自行更换BMSP板后反馈问题已解决，客服再次确认问题是否消失。
2025-03-06 02:24:00,客户请求将T-sort 10下层分拣机机器人编号从旧的172087更改为新的177010。,客服确认并进行了编号修改，然后指示客户重启机器人。客户确认修改成功，机器人已正常运行。
2025-03-06 06:36:00,客户报告T-sort 10下层分拣机，机器人169176的电池百分比显示为零，但电池电压正常，物理机上是开机状态，系统显示关机。,客服指导客户重启机器人并按A键。在确认机器人实际编号（169176）与系统识别编号（177010）不一致后，客服将系统中的机器人ID修改为169176，并指示客户重启机器人。客户确认问题已解决，机器人恢复正常。
2025-03-07 03:06:00,客户报告机器人173098已更换BMS板，请求将T-SORT 10下层分拣机系统中机器人编号修改为173098，因其没有修改权限。,客服确认无需其他故障处理，直接修改了机器人ID。修改完成后，客服指导客户重启机器人，客户确认机器人已正常显示。
2025-03-11 18:14:00,客户请求帮助处理T-sort 1下层分拣机的通讯问题。,客服指导客户检查两个AP设备。客户反馈通讯问题已解决，但静态百分比仍然较低。客服确认分拣机已在正常运行中。
2025-03-14 04:44:00,客户提供一批包裹条码（GC2503074568088578等），请求查询这些包裹实际落到哪个格口。,客服确认平台和分拣时间范围后，提供了每个包裹的详细发货口、格口和卸货状态。对于一个有两次卸货记录的包裹，客服解释是由于重复投递导致。客户确认无问题。
2025-03-19 02:57:00,"客户报告无法释放格口，并询问格口解绑是否需要客服操作，该问题影响了多个格口（如RC07-081, RC08-059，RC01-60, RC03-18, RC04-84, RC04-19, RC04-17）。",客服询问了平台信息，并建议客户尝试重新打包或更换袋子（针对满箱无法释放问题）。后续，客服指导客户可以使用PDA进行解绑操作。当客户提供具体格口列表请求解绑时，客服远程协助处理并指导部分格口通过PDA集包或重新释放。客户多次确认操作成功。对于一个已释放但无法在WMS中配置的格口，客服诊断错误信息不在其系统范围，并请求提供英文错误信息以进一步排查。
2025-03-19 18:02:00,客户报告T-sort 3下层分拣机机器人循环过程中停止，并发现AP离线，已尝试重启AP。,客服尝试远程连接RCS电脑但无法成功。最终，客户自行解决了问题并确认机器人已恢复正常运行。
2025-03-20 00:53:00,客户Enzo Ferreira反映“同样的错误又发生了，并且没有包裹可以投放（And no parcels to drop）”。后来在04:39:38再次报告“已释放但出现错误（But with error）”，并请求检查。,客户张宇建议先释放容器，客户表示已释放但无效。客服在确认具体分拣机型号后，客户Enzo Ferreira在05:04:20表示问题“已解决（Already solved）”。具体解决步骤未由客服直接说明，疑为客户现场操作或内部协同解决。
2025-04-02 10:27:00,客户Sorter Leadec报告T分拣机05的感应器02存在问题，IHM没有以标准屏幕初始化。,客服Jacky首先尝试远程重启电脑，但客户表示之前重启过问题依旧。Jacky随后进一步检查并发现问题原因是电脑被切换到了平板模式。客服Yvemip9和Jacky将电脑模式切换回来后，问题得到解决，Jacky确认系统已恢复正常。
2025-04-09 20:23:00,客户Joao Vitor求助，客户周山子随后明确指出现场所有Tsort分拣机都已停机，且郑文都补充说已来电，需尽快恢复使用，暗示停机原因为断电。,客服LB-Louis-陈振林确认了断电情况和网络不通问题，并指出WES系统需要启动。客户Joao Vitor表示机柜上锁且没有钥匙来开机，后由现场LEADEC团队负责逐一启动设备。LB-Louis-陈振林确认A仓WES已启动，并指示客户检查其他未启动的电脑。针对T-sort 7感应器3的问题，客服Yvemip9远程连接遇到卡顿，并要求客户提供扫码台相机IP。Yvemip9发现配置文件乱码并进行了修复。最终，姜文龙确认所有设备已准备就绪。
2025-04-13 03:17:00,客户Viviane Palma报告分拣机8上部的扫描器离线。,客服Yvemip9初步询问是否断电，客户否认。Yvemip9建议检查扫码站的开关，客户确认在线但摄像头断开。客服又建议重启软件，检查相机网线连接，以及关闭并重启相机，客户执行后问题仍未解决。最终，客服Yvemip9进行远程操作，在06:03:03报告“恢复（recover）”，客户Sorter Leadec在07:31:17确认问题“已解决（It already worked）”。
2025-04-14 21:03:00,客户Sorter Leadec请求帮助关闭一个未结束的任务（task it is not closing）。,客服Yvemip9询问波次号，客户提供了波次号“250412003247”。客服Yvemip9随即在21:11:21回复“完成了（Completed）”，客户确认任务已关闭并表示感谢。
2025-04-15 02:36:00,客户Enzo Ferreira请求帮助释放出口（exit）并表示无法配置该出口，无法关闭箱体。,客服（姜文龙）指导客户尝试操作，但客户报告出现错误且无法关闭箱体。在客户周山子和姜文龙的请求下，客服Wang介入处理。Wang尝试操作但未能成功，发现接口调用返回集包信息为空，并表示需要等待另一位同事（皓琪）协助。次日，客服Ψθ、（立镖张皓琪）在13:26:10确认格口RC04-046已解绑并释放。
2025-04-15 14:28:00,客户Giovanni报告机器没有连接，图像出现错误。客户张宇后续明确指出是“设备断网了”。,客服LB-Louis-陈振林尝试远程连接，并表示远程连接后看起来已恢复正常。客户Aline Mesquita认为这不是网络问题而是系统问题，建议重启机器人。LB-Louis-陈振林解释此问题更像是断网导致请求失败，并表示他远程连接后设备即恢复正常，未进行其他操作。客户Alexandre确认机器已恢复工作，但速度稍慢。
2025-04-18 07:16:00,客户Sorter Leadec报告T分拣机06，工位03的扫描器06D0101和06D0202在读取包裹时存在延迟。,客服Wang建议重启软件，但客户反馈问题依旧。Wang解释这可能与WES服务有关，因为一个服务器当前故障，并表示需要等待技术同事上班后进一步检查。本次聊天记录中没有明确的问题解决确认。
2025-04-21 02:40:00,客户igor manrick请求支持，因T分拣机停机且无操作，希望能重启服务器。,客服Wang确认了重启服务器的请求，并指示客户重启上层服务器。客户报告重启后HDMI线没有视频输出，Wang指导客户通过电源重启。最终，客户发现并更换了故障的设备电源，问题解决，Wang确认设备已在线。
2025-04-22 07:19:00,客户Sorter Leadec报告3D-SORTING和T-sort的感应扫描器在图像捕获时存在延迟，AVG离开工位后仍显示停留几毫秒，并认为这不是正常行为，会导致多次读取包裹。,客服Wang初步认为这是正常的显示逻辑。客户坚持认为抓取时间不正常，会导致多次读取包裹。Wang请求客户提供对比视频，但观看后表示未能看出差异。本次聊天记录中问题未得到解决。
2025-04-23 21:16:00,客户姜文龙询问格口RC07-089和箱子RCBAGS0019679是否在立镖系统绑定中。,客服Ψθ、回复未绑定。姜文龙随后请求客服释放箱子，但客服告知需要客户侧WMS系统进行释放，因为该信息由WMS返回。问题被诊断并明确由WMS处理，客服未直接操作解决。
2025-04-24 01:59:00,客户Felipe Figueiredo报告格口RC04-46和箱子RCBAGS0009141再次出现无法释放的问题。,客服安稳回复需要由WMS进行检查和释放。本次聊天记录中问题未得到解决。
2025-04-25 00:17:00,客户Felipe Figueiredo报告分拣机8出现问题，机器运行正常但红色指示灯冻结，部分常亮，部分常灭。更换RC袋没有效果。,客服Wang建议客户先进行'打开'操作，并请求提供视频。在这些简短的互动后，客户确认指示灯已恢复正常并感谢支持。客服未明确具体解决操作，但暗示通过远程指导或干预解决了问题。
2025-04-25 12:51:00,客户Inara maiara SHEIN报告DHL分拣机08左侧扫描器无法读取条形码和二维码。,客服Jacky和安稳询问了具体工位和平台信息，并建议客户将条形码置于相机下方并尝试调整焦距，同时指出远程操作卡顿。客户尝试通过拔插扫描器电源线进行重启操作，随后确认扫描器已恢复正常运行。客服安稳指出因远程卡顿无法确定具体原因。
2025-05-06 02:40:00,客户Viviane Palma报告T-sort 5的摄像头（扫描器05U0101 / 05U0102）断开连接。此外，T-sort 4的摄像头冻结，重启后才恢复。,在客服人员提供解决方案之前，客户Viviane Palma在03:14:36表示“已解决（Já resolvi）”，问题由客户自行处理。
2025-05-09 08:36:00,客户Líder Manutenção报告收到错误信息“access point connection not reachable”（接入点连接不可达）。,客服tuokylau建议客户检查AP网线连接，查看端口LED状态，或重新插拔。随后tuokylau请求远程ID进行检查。客户提供了T-sort 05上层的信息后，tuokylau确认设备已在线，问题得到解决。
2025-05-13 02:59:00,客户igor manrick报告RC-Sorter 10，感应器03的扫描器摄像头离线，已重置但未在Labscanner应用程序中显示。,客服Yvemip9在获取客户提供的问题细节后，指示客户关闭右侧摄像头电源并重新启动。客户确认此操作解决了问题。
2025-05-13 06:25:00,客户Líder Manutenção请求帮助注册新的微信账户。,客服Yvemip9在接收到请求后，确认了客户提供的二维码已过期，随后在06:35:01回复“OK”，表明已解决了注册问题，可能通过提供了新的有效二维码或协助完成了注册。
2025-05-13 16:48:00,客户刘帆报告`/wms/xy/close`强制结束分播接口响应速度较慢，请求优化。,客服Ψθ、解释该接口此前已排查过，并指出响应慢是由于客户端发送请求到系统接收请求之间存在时间差（网络延迟），而非其系统处理速度慢（正常情况应在1秒内返回）。客服提供了日志证明发送和接收之间存在3秒延迟。客户刘帆随后表示将联系其网络运维团队进行检查。问题被诊断并由客户方网络团队接手，客服未直接解决。
2025-05-13 18:31:00,客户igor manrick报告RC Sorter 05，感应器04，右侧扫描器可以读取条形码和二维码，但左侧扫描器无法读取带有二维码的包裹。,客服Jacky请求客户提供问题视频。聊天记录在此中断，未显示问题是否得到解决。
2025-05-14 06:35:00,客户Líder Manutenção报告T-sort 06下层分拣机的机器人列表不显示。,客服Yvemip9建议客户“取消勾选（Uncheck）”某个选项。聊天记录在此中断，未显示问题是否得到解决。
2025-05-14 12:16:00,客户Pablo Agrio（SHEIN TVM团队）请求临时管理员账户，用于在5月19日仓库安全检查前对指定主机进行认证漏洞扫描。,客服Wang询问了接收账户的邮箱和账户的使用时长（客户请求使用一周）。客服Jacky在2025-05-16 23:04:26确认将在第二天提供账户信息。此请求被客服接受并承诺将在指定时间前提供所需账户。
2025-05-17 22:07:00,客户igor manrick报告RC Sorter 09（DHL，下层）每次启动都会出现问题，或者机器人碰撞时会变红，并且无法再次启动RC Sorter。,客服Jacky在获取平台细节和确认客户是否已更换RFID后，发现坐标18.5没有RFID信息，并指示客户更换新的RFID。客户更换RFID并将机器人置于指定位置后，Jacky确认系统已恢复正常，并表示已在配置文件中更新了RFID信息。
2025-05-19 01:29:00,客户报告经历停电后，所有RC Sorter都出现问题，无法打开应用程序。,客服Yvemip9询问红色USB驱动器是否插入电脑以及机柜中所有电脑是否已通电，客户均回复“是”。客户表示中央电脑重启后系统正在恢复。客服询问RC Sorter是否正常启动，客户回复“是”，问题似乎得到解决。
2025-05-20 08:58:00,客户需要T-sort 06的感应器支持，因配置损坏需要重新配置摄像头IP地址。,客服LB-Louis-陈振林表示会检查并请求客户提供摄像头IP地址以便重新配置。客户提供了IP地址。客服要求客户尝试分拣。客户表示不理解，客服澄清是否可以正常分拣，客户确认可以。问题解决。
2025-05-20 13:04:00,T-sort 03的54号通道信号灯不熄灭。,客服安稳表示检查，客服Serendipity询问是否是下层，并请求远程连接。客户询问哪台机器，客服指定T-Sort 03下层RCS电脑并请求打开TeamViewer。客户表示问题已解决。客服询问如何解决，客户解释是由于有员工在系统中关闭了通道，重新打开后恢复正常。
2025-05-20 14:16:00,摄像头读取功能冻结，员工正在最小化操作（导致问题）。,客服Serendipity确认是否已恢复，客户Líder Manutenção确认已恢复正常，分拣机正常运行。
2025-05-20 19:39:00,T-sort 5号分拣机2号站点的上位机（Upper）扫描器应用程序出现错误。,客服Jacky检查。客户反映下位机（lower）能进入，但上位机仍然停滞。客服Jacky请求远程控制上位机扫描应用程序。客户同意。客服发现应用程序被其他人控制。客户表示显示的图像是下位机扫描器的，上位机仍停滞。客服Jacky表示问题已解决。客户测试后发现扫描器编号不正确，且包裹无法读取。客户报告有两台工作站的扫描器编号相同，且仍无法工作。客服Jacky表示已处理。客户反馈扫描器问题很多。客服Jacky询问具体问题。客户询问包裹标签上的二维码是否会与系统冲突。客服Jacky表示二维码无法被系统识别，不应影响系统。客户表示有时会检测到二维码。客服Jacky询问是否要关闭二维码扫描功能。客户询问是否可行以及是否会影响操作。客服Jacky建议在部分工作站进行尝试。客户询问分拣机是否需要停止运行，客服Jacky表示不需要。客户同意在T-sort 10上进行。客服Jacky关闭了T-sort 10的二维码扫描功能。客户请求在T-sort 4上进行，并表示如果T-sort 4和10的问题解决，周日可以在所有分拣机上进行。客服Jacky同意在T-sort 4上进行更改。客户请求在T-sort 9上也进行测试。客服Jacky表示正在处理。最终客服Jacky确认所有相关T-sort的二维码扫描功能均已关闭。客户表示感谢。
2025-05-21 00:07:00,T-sort 3号分拣机3号感应器下位机（Lower）的扫描器应用程序出现问题。,客服Yvemip9检查。客户等待。客服请求摄像头IP地址。客户回复“会测试”，随后表示已恢复正常。客服确认。问题解决。
2025-05-22 09:16:00,T-sort 09下层AVG在系统启动时在系统中不显示为已连接（仅物理显示），重置交换机后系统识别了AVG，但交换机M1没有连接信号。,客服Serendipity和tuokylau检查，tuokylau建议检查网线和数据接收LED灯。客户表示已重置16端口交换机，现在可以识别数据接收。客户询问是否可以放行操作。客服Serendipity确认T-sort 09上层已恢复正常，客户澄清是下层，客服确认下层也正常。客户表示将放行机器进行操作。问题解决。
2025-05-24 07:08:00,客户需要T-sorter 2的支持。,客服Yvemip9检查并要求客户再次尝试。客户回复“回来了，谢谢”。问题解决。
2025-06-01 18:44:00,客户报告Apple WCS和RCS连接问题，涉及3D Sorter A01 SHEIN。,客服Serendipity检查。客服询问是否是IP地址192.168.2.12。客户回复13。客服解释13是备用机，无法连接12。客服询问192.168.2.10交换机是否已打开。客户表示不理解。客服要求客户查看192.168.2.10和192.168.2.12交换机服务器。此次对话中问题尚未明确解决。
2025-06-03 09:42:00,客户报告约15分钟没有处理包裹，IT团队称网络正常，初步分析是WMS问题。,客服汪昌春和姜文龙询问详细问题和错误图片。客户Líder Manutenção确认所有机器（T-sort 01-10）都有读取故障，且问题也存在于SHEIN和CEVA的3D-SORTING。客服Ψθ、怀疑是网络异常导致请求SKU时信息无法正常解析，导致接口无法正常调用，卡在连接阶段。客户表示IT部门称网络从未出现问题，但网络有波动。客户表示无法打开扫描器应用程序。客服张宇和汪昌春请求检查接口是否可用。客服Ψθ、确认从22:18:03开始请求目的地接口就无法获取返回，调用测试时连接超时。客服吴余壮健和姜文龙要求再次尝试。客服Ψθ、确认curl测试已正常返回。客户Giovanni确认处理已恢复，正在监控稳定性。问题解决。
2025-06-03 19:48:00,客户报告由于机器人出仓慢导致生产力受影响。,"客户Joao Vitor在问题提出后3分钟内自行解决，并表示“Leadec solved, Tks”。问题解决。"
2025-06-03 19:53:00,客户请求将T-sort 10上位机（upper）的屏幕镜像到下位机（lower）显示器。,客服LB-Louis-陈振林表示不理解，客户澄清请求通过TeamViewer镜像。客服询问是否按下了显示器切换按钮。客户表示没有。客服询问是否需要以这种方式显示和观察RCS，客户确认。客户表示感谢。问题解决。
2025-06-04 21:58:00,客户报告容器RCBAGS0033711被解绑，但WMS显示已解绑，系统却在进行落件和回传关箱。,客服Ψθ、解释格口绑定成功后解绑失败，在系统内仍是绑定状态，因此进行了落件和关箱，且上报都失败了，直到关箱后重新绑定新的箱子才恢复正常。客户请求重新绑定并补推数据。客服Ψθ、确认可以修改报文中的格口和设备号进行补推。客户和客服团队协商如何清空一个格口以便绑定问题箱子并补推关箱数据。经过多次尝试，在客户手动操作关闭指定格口的箱子并确保该格口不再绑定新箱子后，客服Ψθ、补推了旧数据，并确认补推成功，系统恢复正常。问题解决。
2025-06-05 02:10:00,客户报告扫描器应用程序问题反复出现，包裹无法识别。,客户报告问题已恢复，但随后又停止了。客服Jacky解释是条形码无法识别。客户询问原因，并询问网络状态是否正常，客服Jacky表示与网络无关。客服Jacky和姜文龙询问有多少包裹无法识别以及是否只有一个设备有问题。此阶段问题尚未完全解决，客服仍在排查原因。
2025-06-05 08:10:00,客户报告DHL T-sort所有机器在包裹读取时都显示相同消息，通道不信号也不确认，满时也不亮，导致投包和关箱异常。,客服Jacky检查。客户Líder Manutenção询问更新是否影响通信故障，客服Jacky表示已恢复正常，并警告不要升级操作系统，怀疑是网络延迟导致，后续会请研发检查WES服务。客户Líder Manutenção报告通道问题，客服Jacky要求插拔红按钮连接线，如无效则更换，但客户指出是所有通道的问题。客服Jacky确认WES出现问题，要求暂停分拣。客服Jacky随后报告T-sort站点的问题已修复，可以继续分拣。客户Pablo Agrio询问根本原因，客服Jacky表示查明后提供事件报告。然而，很快客户Líder Manutenção报告T-sort 010出现通道问题，随后Giovanni报告所有机器再次停止。客服汪昌春要求检查黄色电源和通信盒，客户Líder Manutenção确认供电正常。客服汪昌春要求插拔电缆，客户Líder Manutenção尝试后报告失败，指出是网络信号问题，但随后又表示网络被识别。客服汪昌春询问做了什么操作，客户表示什么都没做。客户Líder Manutenção和Giovanni报告投包和关箱仍有问题，所有机器停机。客服Ψθ、检查并指出问题和上次相同。客服张宇询问是否是服务器存储空间不足，客服Ψθ、回应存储空间充足。客服Ψθ、重启服务器，客户尝试PDA绑箱成功。但客户报告仍有部分格口出现错误，特别是T-sort 07，且其他T-sort的通道也出现错误。客服Ψθ、发现T-sort 07下层RCS服务器无法远程连接，无法Ping通IP地址192.168.2.30，怀疑是防火墙问题。客户Líder Manutenção和Lincoln Araujo确认防火墙已打开并被阻挡。客服Ψθ、通过禁用T-sort 07的控灯逻辑来避免服务器资源耗尽，随后现场关闭了防火墙，问题暂时解决。然而，客户Viviane Palma和Gustavo Mamede报告T-sort 07的问题再次出现，且与昨日相同。客服再次确认IP无法Ping通，要求关闭防火墙。客户Viviane Palma确认已关闭。客服Shmily和Ψθ、询问防火墙为何会自动打开。客服LB-Louis-陈振林检查并最终发现网络配置被修改，防火墙配置被清除，但无法确定具体程序导致。客服姜文龙和Lincoln Araujo怀疑可能是Windows更新或断电重启导致防火墙自动开启。截止聊天记录，根本原因仍在调查中，但已通过手动关闭防火墙使系统恢复。
2025-06-06 00:24:00,T-sort 系统防火墙自动开启或清除配置，怀疑是系统升级导致。,"客服 LB-Louis-陈振林 解释之前观察到网线插拔或连接网络可能导致防火墙自动开启，但此次未动网线，也无管理员指令，怀疑是电脑自动行为，找不到具体程序原因，只知道会清除防火墙配置 (2025-06-06 00:17:04, 00:17:34, 00:18:01)。客户 姜文龙 要求持续监控此问题并记录，以及制定快速解决方案 (2025-06-06 00:37:57)。客服 Jacky 和 Shmily 确认内部讨论并让运维同事监控 (2025-06-06 00:39:56, 00:40:32)。客服 Ψθ、 在 2025-06-09 14:48:06 报告针对6月5日发生的异常，已优化服务请求模块，包括限制单台主机最大连接数和优化连接超时时间，并设为配置项方便调整。客服协调并确认在 2025-06-09 20:52:10 进行暂停作业约10分钟的更新测试。更新完成后，客服 Ψθ、 确认系统已更新 (2025-06-09 21:15:20)。客户 张宇 确认操作正常 (2025-06-10 01:50:51)。客服 Jacky 解释防火墙是Windows自带，可能在切换网络时用户不小心选择了自动开启。客服确认所有防火墙均已永久关闭，并承诺24小时运维在线支持 (2025-06-10 01:59:39, 02:00:16, 02:07:37, 02:11:15)。客户 张宇 在 2025-06-19 01:47:25 询问数据连接不成功时是否有异常报警机制和应急方案。客服 Jacky 回复目前没有对此类异常的监控机制，需与研发团队确认 (2025-06-19 01:55:12, 01:58:52)。"
2025-06-06 01:47:00,"T-sort 7 下层扫描仪（07D0201, 07D0202）出现问题，已是当天第二次发生，且在其他分拣机上也频繁出现。","客服 Jacky 检查 (2025-06-06 01:47:28)。客服指示客户打开电箱并重启右侧摄像头 (2025-06-06 01:57:57)。客户 Viviane Palma 重启 (2025-06-06 02:05:26)。客服指示客户插拔连接线 (2025-06-06 02:07:07)。客服确认问题暂时解决 (2025-06-06 02:07:57)。客户 Viviane Palma 指出该问题已是当天第二次发生，且其他分拣机也经常出现 (2025-06-06 02:09:33, 02:09:42, 02:11:16)。客服 Jacky 解释可能是摄像头长时间运行导致信号波动，需要重启 (2025-06-06 02:17:19, 02:22:45)。客户 Lincoln Araujo 质疑这并非偶然，称当天已发生5次 (2025-06-06 02:26:38)。客服 Jacky 表示将与供应商确认并次日更新 (2025-06-06 02:26:56)。客户 张宇 在 2025-06-10 02:14:06 再次询问第七套设备的摄像头是否仍有问题。"
2025-06-10 05:31:00,T-sort 分拣的包裹状态未在WMS系统更新，仍保持初始状态；有包裹被错误分拣（未链接到容器）。,"客服 Jacky 要求客户提供扫描时扫描仪应用的图片 (2025-06-10 05:34:04)。客户 Vitor Rocha 表示包裹已返工处理，希望了解T-sort系统是否有异常 (2025-06-10 05:37:04)。客服 Jacky 要求提供准确日期和工作站信息 (2025-06-10 05:42:05)。客户提供日期但无法提供工作站信息 (2025-06-10 05:54:02)，客服解释信息不全难以查询 (2025-06-10 06:06:14)。客服 Jacky 在 2025-06-17 00:39:28 回复未在RCS分拣日志中查到分拣信息，并说明其他仓库未出现类似情况 (2025-06-17 00:57:09)。客服建议查看监控或检查包裹是否未投入而被带回 (2025-06-17 00:57:57, 00:59:47)。客户 周山子 确认问题发生在第10套平台 (2025-06-17 01:21:15)。客户 刘伽楠 表示将提供更详细的包裹数据及设备号供查询 (2025-06-17 01:55:09, 02:01:40)。客户 Vitor Rocha 在 2025-07-02 02:55:48 再次报告一个包裹被错误分拣（未链接到容器），导致多出包裹。客服 Jacky 解释小车目的地只与格口绑定，与箱子无关，建议客户询问现场操作人员箱子和格口的绑定情况 (2025-07-02 03:17:49)。"
2025-06-10 06:14:00,"T-sort 02 无法解锁部分格口（canaletas 58, 19, 45）。","客服 Jacky 检查 (2025-06-10 06:15:25)，发现控制箱应用关闭，让客户重试 (2025-06-10 06:18:52, 06:19:01)。客户反馈灯仍亮，问题持续 (2025-06-10 06:21:08, 06:30:32)。客服 Jacky 再次确认格口状态，并指导客户检查传感器是否工作，以及插拔连接红色盒子的线缆 (2025-06-10 06:38:33, 06:39:34)。客户确认传感器工作，插拔后问题仍在 (2025-06-10 06:45:27, 06:45:42)。客服 Jacky 确认格口19和45恢复正常 (2025-06-10 07:01:57)。客户要求解除格口58与RCBAGS0007655的绑定 (2025-06-10 07:06:25)。客服 Jacky 显示错误信息，提示格口已绑定，并要求客户联系WMS团队解除绑定 (2025-06-10 07:06:37, 07:09:35)。客服 Ψθ、 指示客户在 2025-06-10 09:44:22 再次尝试格口RC02-058。"
2025-06-10 09:35:00,Sorter 10 的HTTPBox应用未打开。,客服 Yvemip9 检查 (2025-06-10 09:36:24)。客服告知客户应用已启动，只是显示在右下角 (2025-06-10 09:38:28)。客户确认解决 (2025-06-10 09:39:06)。
2025-06-11 18:05:00,Sorter 1 上层离线，机器人无法启动。,"客服 LB-Louis-陈振林 询问扫码台电脑是否断电 (2025-06-11 18:06:27)。客服 Wang 建议检查防火墙 (2025-06-11 18:06:37)，客户确认防火墙已关闭 (2025-06-11 18:07:34)。客服确认问题发生在第一套上层 (2025-06-11 18:08:07-18:09:31)。客服 LB-Louis-陈振林 指导客户重启AP (2025-06-11 18:13:07)。客户重启AP后问题未解决 (2025-06-11 18:23:11, 18:24:45)。客服 LB-Louis-陈振林 再次指导客户重启连接网线的交换机 (2025-06-11 18:27:09)，并观察到AP仍无法正常连接 (2025-06-11 18:27:18)。客服确认两个AP已恢复，并询问小车是否在平台上 (2025-06-11 18:29:39, 18:32:20)。客户确认 (2025-06-11 18:32:39)。客服确认系统已正常 (2025-06-11 18:33:25)，客户确认问题解决 (2025-06-11 18:33:49)。"
2025-06-12 09:47:00,Sorter 08 的格口 28 被堵塞/无法使用。,"客服 Yvemip9 将问题转发给客服 Ψθ、 (2025-06-12 09:47:21)。客服 Ψθ、 发现格口RC08-028在关箱回传时报错，原因是包裹GC2506034733555714被分拣了两次，导致无法关箱和重新绑箱 (2025-06-12 10:00:12)。客服 刘帆 检查后表示格口尚未解绑，但可以分拣其他包裹 (2025-06-12 10:02:07)。客服 Ψθ、 确认在立镖系统已是解绑状态，询问能否在客户系统解绑 (2025-06-12 10:03:29)。客服 刘帆 表示此类情况有限制，仍可继续装箱 (2025-06-12 10:06:05, 10:08:59)。客服 Ψθ、 请求协助解绑 (2025-06-12 10:10:22)，客服 刘帆 同意查看 (2025-06-12 10:11:04)。客户 Sorter Leadec 询问格口是否可用，并要求强制解除绑定 (2025-06-12 10:14:38, 10:17:29, 10:17:40)。客服 Ψθ、 告知客户仍在处理中，请等待 (2025-06-12 10:19:32)。客服 袁晨凯 确认RC08-028已解绑 (2025-06-12 10:20:43)。客服 Ψθ、 告知客户再次尝试 (2025-06-12 10:21:55)。客户确认问题解决 (2025-06-12 10:22:40)。"
2025-06-13 01:00:00,T-sort 4 扫描仪的二维码读取功能需要重新激活，涉及下层和上层所有4个站点。,"客服 Jacky 确认收到请求 (2025-06-13 01:01:07)。客服询问需要测试的工作站 (2025-06-13 01:01:53)，客户Viviane Palma 指定为T-sort 4 的下层和上层所有4个站点 (2025-06-13 01:02:25, 01:04:19)。客服 Jacky 确认已激活并告知客户可以测试 (2025-06-13 01:23:35)。客户确认二维码读取已激活 (2025-06-13 01:24:08, 01:24:12)。"
