dispose_type_name,dispose_content,解决方案,备注
运维,协助用户注册急停按钮,,
运维,东百6-2-1下层所有小车不动，软件没有报错信息,,
运维,3号分拣机亮红灯异常,,
运维,平台小车在分拣模式下20分钟会自动关机,,
运维,B4仓第四套下发2409090050波次不成功，wes界面上没有收到波次，并且启动波次列表中的2409090085波次报错,,
运维,扫描台启动不了，并且启动后扫描商品没有发车,,
运维,上层地图有堵车的有情况，修改地图的停车位位置,,
运维,SS24091704449，架子号BZC1044  波次已上转完成wms还显示二分中,,
运维,6-2-2平台SS24091804566波次；6-2-1平台SS24091802088波次；6-1-12平台SS24091803047波次；已上转完成wms还显示二分中,,
运维,给1.2.3.4.5套平台上层主车服安装监控软件,,
运维,扫码台扫描到条码后不发车,,
运维,B4仓第2套由于搬迁场地，导致小车地毯错乱急停,,
运维,B4仓第2套由于搬迁场地分拣机网络网线没连接，导致很多分拣机离线,,
运维,B4仓第4套关闭波次失败,,
运维,货架无法使用,,
运维,小车频繁出现急停,,
运维,B4仓第4套关闭波次失败,,
运维,B4仓第四套无法关闭波次，弹出关闭错误,,
运维,PNT仓第二套05分拣机，4号，5号电机离线,,
运维,PNT仓释放货架：PNT0051；PNT0425；PNT0697；PNT0747；PNT0634；PNT0814；PNT0421；PNT0651,,
运维,小车堵车,,
运维,B4仓第4套下层小车急停报错,,
快速处理,1.发车按钮检查  2.地毯平整度检查3.AGV行走检查4.机柜网络AP检查5.服务器网络内存磁盘检查 6.现场桌面走线检查7.电源插头检查,,
换货,框架支点出断裂,,
运维,B4仓第3套下层撞车,,
运维,扫码台画面卡主了,,
运维,机器人报错无地毯定位,,
运维,扫码台软件卡死,,
运维,实际数据和MCS数据对比上,,
运维,WES界面无法登录，扫码台显示离线,,
运维,现场格口不亮灯,,
运维,小车在停车区等待，不去等待,,
换货,6-4-3设备20号分拣机 断电,,
换货,车号：147-094、147-064运行多次无地毯定位,,
换货,6-2-3设备30号分拣机 处于待机模式没网络不会分拣,,
运维,"需要将现场中号框货架转为大号框货架使用, 客户WMS这边已经改完规格了，立镖系统内货架配置需要修改",,
运维,BZQCT2007货架亮蓝灯,,
运维,意大利希音3D货架SDW0722、SDW1086亮蓝灯,,
运维,GD17格口满了不亮灯，且RCS中无法打开此格口,,
换货,小车80155RFID离线,,
运维,分拣机的LCD屏幕不显示文字，程序里面显示手动暂停了,,
运维,RCS界面中机器人显示红色,,
运维,上层很多小车到了格口不去卸货,,
运维,6-2-3线上层后面投件口打不开,,
运维,上层有三台小车一直不卸货，导致WCS波次无法结束,,
快速处理,机器人皮带机支架断裂,,
快速处理,格口电子标签数量显示错误，集包按钮无法拍灭,,
运维,巴西希音A仓3D扫码台箱号A3P-PICK00279无法识别,,
换货,"保外17，保内2
选针不好",,
换货,坏；报马达,,
换货,掉电,,
换货,"机器响
1报内  2保外",,
换货,白屏,,
换货,"1：乱选针
2：同步错误
3：选针不好
4：错花5",,
换货,没信号输入,,
换货,坏,,
换货,坏,,
换货,坏,,
换货,坏,,
换货,坏,,
换货,坏，掉电,,
换货,坏,,
换货,坏,,
换货,158233机器人急停，无地毯定位,,
快速处理,204017.147002皮带机支架断裂,,
运维,机器人到达格口不卸货,,
快速处理,1号口机器人急停,,
运维,加拿大希音3D第二套26号机接货卸货反应有延迟,,
换货,191097机器人，急停，跑偏,,
换货,191123机器人充电异常,,
快速处理,191097，191097机器人跑偏,,
换货,"1个异响
1个坏",,
换货,8个错花,,
换货,2个坏,,
换货,1个白屏,,
换货,1个白屏,,
换货,1个报红灯,,
换货,"1个坏
1个异响",,
换货,13个错花,,
运维,电脑连不上分拣机,,
运维,分拣机联动随机跑动一下就不动了,,
运维,分拣机撞货架,,
运维,小车在排队区报错修复后开口朝向要到发货口才变回来,,
运维,wcs的redis报错,,
运维,小车在分拣模式下，充电桩里有机器人在充电时也会发命令让其他机器人过去充电，原本充电桩的机器人不出来,,
运维,机器人在某块地毯上一直报错读不到正确rfid,,
快速处理,"1：10072，10026小车皮带无动作
2：160079皮带转动异响，不能回转",,
报废替换,147094：160069，160127盖帽脱落,,
运维,订单异常不能复核,,
运维,上层一直撞车,,
换货,8个坏,,
运维,格口AD0105R20格口处按钮盒按了没反应,,
运维,小车没法停到发苗口，一直在转圈,,
换货,120237机器人运行标红,,
快速处理,1.平台检查  2.分拣机检查 3.机器人维修 4.充电桩检查  5.服务器检查,,
换货,14号分拣机LCD控制盒黑屏,,
快速处理,110137机器人无法使用,,
快速处理,4号分拣机暂停按钮损坏,,
快速处理,113249删车未使用,,
快速处理,货架芯片脱落,,
运维,扫码台无法成功绑定码枪0,,
换货,2个坏,,
换货,2个坏,,
换货,1个坏,,
换货,14个坏,,
换货,1个坏,,
换货,5个坏,,
运维,机器人报错电机离线,,
运维,东百6-1-1线WCS电脑卡屏,,
运维,云系统里扫格口标签正常显示，且数量和品类都正确，但是单独扫货品上的码却提示订单不存在,,
运维,PNT 3D 24号机提示电机离线，无法工作,,
快速处理,"154206,99230 小车急停",,
快速处理,88227万向轮支架断裂,,
换货,机器人停车位置不正,,
换货,99227机器人BMSp板电压不够,,
换货,99227机器人反复开关机,,
快速处理,"66161小车无法充电                    
",,
运维,波次4036295在WES中启动后，MCS软件中不显示该波次,,
运维,PDA无法人工投递,,
运维,WES无法登录,,
换货,48V过压,,
换货,总线故障,,
换货,过压,,
换货,坏,,
换货,依恋3D平台4号分拣机5号电机堵转,,
换货,小车行走停顿,,
换货,小车自动关机,,
换货,核心板1个坏,,
换货,显示底板1个坏,,
换货,液晶屏2个坏,,
换货,ups 板2个掉电,,
换货,按键板1个闪灯,,
换货,编码器板2个坏,,
换货,伺服2个异常,,
换货,15个错花，5个选针不好,,
运维,WES启动波次后，MCS没有同步,,
运维,机器人全部关机，开不了机,,
运维,分拣机不投货,,
运维,上层投货，分拣机去下层接货，刚好相反,,
运维,分拣机的提示灯显示左右相反,,
运维,分拣机显示Dev Offline Light- Ctrl，无法运行,,
运维,WES波次已经启动，但是MCS还没有数据,,
运维,有3台小车经常急停,,
运维,客户描述1号分拣机没有任务，2号分拣机有任务，货却都投到了1号机,,
运维,两台不同的车出现带回包裹问题,,
换货,故障：车号114004底盘损坏,,
换货,6-1-3设备 24号分拣机 重复断电重启,,
换货,机器人：116107 小车按键板按键脱落,,
换货,车号：113069运行报错闪红灯、错误码提示445E无描述,,
换货,车号113160运行时车轮有异响、电机轴承故障转动时有卡顿感,,
换货,飞箱上下移动时有异响,,
运维,看不到监控回放,,
运维,码枪无法识别,,
运维,扫码台部署（定制款）,,
运维,格口按钮盒按了没反应,,
运维,东百6-1-3下层扫码台相机亮度不够，识别模糊无法识别条码,,
运维,现场要求将波次PO2410260060从PL-GLP-0002中删除,,
换货,分拣机不会卸货,,
换货,分拣机LCD控制器屏幕破损,,
换货,分拣机断电黑屏、,,
换货,分拣机3号电机离线、转动轴时不顺畅,,
换货,机器人充不上电,,
换货,电源板、电容脱落,,
换货,机器人充不进电,,
换货,33格口按钮盒离线,,
换货,分拣机不会卸货,,
换货,分拣机电机离线,,
换货,分拣机LCD控制器 没信号（亮白屏）,,
换货,分拣机彩虹灯 不会亮灯,,
快速处理,"73111小车跑偏     

",,
运维,PNT仓第四套03分拣机卡主不动了,,
运维,第二套CT2409300067波次分拣完成，wms无法打包,,
运维,第三套下层扫描台相机连接不上,,
运维,第二套BZQCT0001 - BZQCT0120货架类型从3*5改3*3,,
运维,小车发车后需要等待较长时间小车才能来下一辆小车,,
运维,料箱挂起失败，无法启动下一个波次,,
运维,wcs无法启动，redis启动错误,,
运维,GLP仓第6套下发波次后分拣机没有按正常分拣，而是小车一直倒货在翻板上,,
运维,小车堵车,,
运维,第三套上层扫描台相机连接不上,,
换货,18号分拣机故障,,
运维,拉箱失败,,
运维,按钮盒方向方向从向上修改成向下后按钮和离线,,
换货,伺服过流,,
换货,选针器不好,,
换货,无显示，发白,,
换货,损坏,,
换货,乱报警,,
换货,刷系统，坏,,
换货,刷系统，坏,,
运维,"wms无法下发波次，{code"":500",,
运维,飞箱104007推箱失败,"1、提供弹窗信息和读取飞箱日志

2、检查TOF是否脏污。
-是：用干净的布擦TOF
-否：进入步骤3

3、检查箱子是否在正确箱位。
-是：进入步骤4.
-否：箱子摆放到正确位置。

4、检查物品是否超出箱子。
-是：整理箱子里面的物品
-否：进入步骤5

5、检查拉箱机是否有故障
-是：解决相应的故障
-否：进入步骤6

6、检查飞箱是否垂直。
-是：联系售后人员解决
-否：调整飞箱倾角。",
运维,B仓第二套上层RCS无法启动,,
运维,BZQ0233货架集包完成后依然处于占用状态,,
运维,A仓下层车服小车报错,,
运维,小车堵车，一辆小车不走，没有报错，也没有地图路线堵塞,,
运维,下层1号扫码台闪退,,
运维,小车急停频繁,,
运维,发货口不停止，并且小车不过来,,
运维,小车急停频繁，地毯尺寸没错，轮径也没有错，地毯没有异常，磁图条也正常依然会指定地毯急停。,,
运维,地毯无法识别RFID,,
运维,PNT仓墙无法使用，要求释放,,
运维,按钮盒灯不亮，无法集包,,
运维,分拣机大包分拣时很难落到篮筐中,,
运维,墙无法使用，要求释放,,
运维,小车急停报错,,
运维,A仓pda无法集包，扫描出现网络故障,,
运维,车服点击启动会马上闪退，api接口无法正常下发任务。,,
运维,扫码台无法启动，并报错弹框,,
运维,波次绑定不了,,
运维,波次CT2410220030，立镖分拣完成，WMS仍为二分中,,
运维,第一套分拣机设备在德国时间21点30分~45分钟出现全部分拣机闪白灯的情况,,
运维,下层ds003相机无法扫码，重启软件没有效果，相机能ping通但svs软件连接不上相机,,
运维,输出板离线，输出板红灯闪烁频率比正常的慢,,
运维,本来下发给pnt仓的波次下发到了glp仓，需要删除波次,,
运维,B4仓第四套平台ID2410260080波次启动后，wes和wcs列表里都没有出现波次信息,,
运维,B4仓第一套平台4号分拣机离线,,
运维,第一套上层一半灯条不亮,,
运维,第一套上下层车子都不走,,
运维,6-4-2货架上报失败,,
换货,189113，138168，190027，120221，117053，175075，182014机器人急停,,
换货,189148反复开关机,,
快速处理,21台车反馈急停,,
快速处理,"128044，128161翻板无动作
",,
快速处理,128161，124221底盘破损导致故障,,
运维,客户要求发货口附近小车急停，需要有区域封锁功能,,
运维,第二套的下层小车不动,,
运维,B4仓第四套平台上在wes上启动ID2410290008波次后，wms上显示分拣中，wes和wcs没有出现波次,,
运维,分拣过程中上下层车子全都停止不动,,
运维,,,
运维,扫码台扫码提示包裹号不能为空，无法发车,,
运维,207211、206064小车急停,,
运维,扫码台相机无法识别二维码。,,
运维,巴西希音A仓扫码台连接急停按钮，按钮快捷键设置好并在配置里设置开启急停按钮配置，在按急停按钮时扫码台软件闪退,,
运维,扫码台关闭后无法启动,,
运维,第二套平台17号右边，28号左边分拣机读卡器读取不到墙的rfid，芯片贴近也没有读取到，工具连接显示读卡器在线。,,
运维,相机无法识别小一点的条码,,
运维,相机画面黑,,
运维,无法识别商品条码,,
运维,WES中没有对应波次,,
运维,货架未释放,,
运维,相机花屏,,
运维,WCS启动提示redis错误,,
运维,WCS显示RCS离线，RCS显示WCS离线,,
运维,机器人报446D,,
运维,分拣机的翻斗的时候会和下面的电机有摩擦,,
换货,报故障,,
换货,故障,,
换货,报故障,,
换货,不起针,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,报故障,,
换货,故障,,
换货,报故障,,
换货,不起针,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,选针不好,,
运维,扫码台软件无法识别“SHPE + 11digi”条码,,
运维,分拣机显示离线，显示设备上线中,,
运维,更换充电桩和地毯，重新更新地图的locate配置文件,,
运维,扫码台软件上面显示的相机图像是白色的,,
运维,换过霍尔板的小黄车随机跑过程中发生急停,,
运维,小车经常在某个区域发生急停,,
运维,电子标签上面显示的分拣信息和实际分拣信息不匹配,,
运维,有小车经常停在角落不走,,
运维,扫码台电脑不显示画面,,
运维,机器人显示无地毯定位，在RCS界面显示红色,,
运维,GLP 3D 第2套多个分拣机持续报网络断开错误,,
运维,短时间内同一个发货口相邻格口发生两次包裹未卸完被带回的事件,,
运维,6-1-2线WCS持续报网络差,,
运维,英国希音2套3D的MCS软件更新后无法打开程序,,
运维,波次启动后无法分拣，扫码台提示SKU Not Found,,
换货,3号线 25号分拣机插电机线后无法开机,,
换货,5好线分拣机上电开机后电机全部异响,,
运维,分拣机运行过程中，会频繁的4号和5号电机离线,,
运维,WES界面上无法关闭波次，提示还有在途的机器人,,
运维,RCS自动触发了E-Stopped，查找原因,,
运维,机器人一直急停，报错CAN总线故障,,
运维,机器人急停，报错信息显示左右电机和翻板电机离线,,
运维,电脑死机之后重启电脑，AGV到达格口不卸货,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
运维,121153无法开机，充电后也无法开机，A+C也无法唤醒,,
运维,扫码台2.10电脑蓝屏,,
运维,"1、多次发生包裹分错格口；
2、包裹被带回及重复投递；
3、满包检测不够准确，常无法检测到。",,
换货,157132，157238，157111机器人急停,,
快速处理,现成维修13台机器人无法连接车服,,
快速处理,6号分拣机运行卡死，电机过载报警,,
运维,分拣机不去分拣，分拣机没有报错，分拣机一直是在接收移动状态,,
运维,机器人到达格口不卸货,,
运维,机器人行走频繁的急停,,
运维,机器人行走会发生急停,,
运维,机器人无法开机，充不进去电,,
运维,波次无法启动,,
运维,上层30号分拣机不工作,,
运维,"第1套12号机电机及输出板离线，30号机网络离线；
第2套27号机网络离线。",,
快速处理,上下层充电桩充电异常（10台）,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
运维,机器人接收不到任务，扫码台界面报错：wes没有回应,,
运维,P2平台反馈RCS软件无法打开,,
运维,TSort第10套上层扫码台服务显示离线,,
运维,扫码台获取不到机器人编号,,
运维,WCS界面报错  redis异第状态:保存数据失败，停止操作,,
运维,现场反馈：点击发车按钮，不发车,,
换货,故障,,
换货,故障,,
换货,130243机器人反复开机，关机,,
快速处理,130244机器人翻板无法翻起,,
换货,79088mini车左轮电机解锁,,
运维,插入货架分拣机亮蓝灯,,
运维,机器人到达格口不卸货,,
运维,扫码台显示：前波次信息中无该商品信息,,
运维,扫码台打不开，双击.exe没反应,,
运维,小车堵在充电位了,,
运维,意大利希音第4套3D15号机翻板接货时卡到平台边沿,,
换货,扫码台电源箱内电源故障,,
换货,扫码台电路板偶发重启,,
换货,小车无法开机,,
换货,机器人无法充电，机器人无法开机,,
换货,机器人无法启动,,
换货,按键进水失效，不能操作,,
换货,机器人跑偏，急停,,
快速处理,"130106.129087.129097主动轮晃动
",,
运维,波次完成打包不了,,
换货,106126报错闪红灯,,
换货,1060102.106168.106047无法充电,,
快速处理,"106237.108003.108017.106168.106102底盘底部破损，翻板电机之间断裂




",,
运维,"查询机器人急停原因，现场反馈：今天9：56左右有两台AGV在跑的途中突然停止了一分钟,我们调查了这个地方既不是待机区域也不是等候区域，为什么会停止？",,
运维,机器人频繁急停,,
运维,11号机不接货,,
运维,分拣机过载,,
运维,11号机3号电机离线,,
运维,扫码台一边来车，另一边一直不来车,,
换货,零位异常,,
换货,死机,,
换货,通讯错误,,
换货,坏,,
换货,掉电,,
换货,选针不好,,
换货,异响,,
换货,发白,,
运维,小车无法发车分拣，屏幕显示“该SKU分拣完毕”。,,
运维,倒料机器晃动 然后卡住了,,
换货,190123急停,,
换货,189786机器人充电异常，充电桩灯跳动,,
快速处理,"190129,190192机器人运行中突然关机",,
运维,机器人到了固定位置一直撞车,,
运维,右电机异常，机器人无法正常运行，机器人开机暂停之后，左轮正常锁定，右轮解锁状态,,
运维,机器人有电，无法开机,,
运维,更换右电机之后，机器人报错：行走打滑,,
运维,小车频繁急停,,
快速处理,2号分拣机1号电机过载,,
换货,121097无法开机,,
运维,美国希音B4第1套4-27号分拣机离线,,
运维,车服程序无法打开,,
运维,相机识别错误，把E识别成C了,,
运维,KVM切换器雪花屏的问题,,
运维,机器人无法充电,,
运维,上层1号扫码台扫码软件打不开，提示报错,,
运维,所有分拣机亮彩灯，无法检测到货架,,
运维,121034多次急停,,
运维,GLP 3D第三套上层一个扫码台无法连接相机,,
换货,维修,,
换货,超速,,
换货,死机和黑屏,,
换货,1块保内,,
换货,1块保内，掉电,,
换货,报编码器错误,,
换货,烧保险丝，1块解锁保内,,
换货,维修,,
换货,罗口大小会变,,
换货,维修,,
运维,绑定扫码枪的时候，绑定不上去,,
快速处理,4号线3D分拣机22号 1号电机松动。,,
运维,上层小车频繁堵车,,
运维,B4第3套下层一个扫码台无法连接相机,,
运维,252061机器人到达固定魔毯位置会导致急停，急停日志是目的地无地毯定位,,
换货,1：小车129021，129107；小车无地毯定位，闪红,,
运维,皮带大车102055皮带转动太短，导致皮带上面的商品无法落件,,
运维,102055机器人皮带转动长度短，导致上面的货品无法正常落下,,
运维,大量机器人电量低,,
运维,现场少数机器人关机没电,,
运维,机器人在RCS界面报红显示，错误信息：无地毯定位,,
运维,播种墙插上之后分拣机亮蓝灯,,
运维,报错：一号电机过载,,
运维,码枪扫不了条码,,
运维,分拣完分拣机不亮灯,,
运维,将波次下发的错误的平台,,
运维,登录不了WES界面,,
运维,分拣机故障，卡住不投货,,
运维,小车急停,,
运维,格口自动关闭,,
运维,小车急停,,
运维,小车堵车,,
运维,分拣机显示乱码,,
运维,PDA无法使用,,
运维,无法远程到2.3上层,,
运维,上层机器人不动,,
运维,软件显示分拣机网络较差,,
运维,一排分拣机出现断网,,
运维,扫码台不发出车,,
运维,分拣机不投货卡住,,
运维,电脑死机,,
运维,小车急停,,
运维,机器人在RCS界面报红显示，报错信息：3号电机离线,,
换货,测试,,
换货,报444C,,
换货,坏,,
换货,掉电,,
换货,2个保内,,
换货,报错,,
换货,过电流，一个保内,,
运维,分拣机LCD屏上显示Dev offlineLight-ctrl.,,
运维,东百6-2-2线，上层车服开机没反应,,
换货,155225、153168、153148、152053、156009、153169、153135、155128、153179、153109频繁报警前皮带电机离线,,
换货,28号分拣机3号电机离线,,
换货,155225、153168、153148、152053、156009、153169、153135、156008频繁报警前皮带电机离线,,
快速处理,153172机器人频繁撞车,,
换货,155233机器人无法开机,,
换货,152118机器人无法开机,,
换货,17号分拣机显示网络状态差,,
快速处理,平台地毯翘起,,
快速处理,富士康工控机频繁息屏,,
快速处理,211068机器人跑偏,,
快速处理,机器人皮带移动不到位,,
快速处理,地毯翘起,,
快速处理,右侧称台重量自己增加,,
运维,扫码软件无法打开,,
换货,无法定位,,
换货,运输中急停,,
运维,14、19号机频繁空跑,,
运维,"WCS显示redis异常状态,保存数据失败，停止操作",,
运维,第二套mcs在1号18点11分出现闪退，31号的时候有更新mcs，红框两套mcs都出现了弹框,,
运维,B4仓波次ID2411010015下发了，wms显示分拣中，但我们wes没有看到波次,,
运维,B仓第一套9号分拣机出现停止不运行的状态，没有任何报错，但需要按急停按钮再释放才能分拣，然后分拣一两句货物后又停止不动，如此循环，重置，回零，重启都没有效果,,
运维,6-4-1上层服扫码台闪退,,
运维,B4第四套平台下层小车无法停止，小车报错无法启动车服,,
运维,下层ds008扫码台扫描是无法准确识别条码，条形码、二维码一起扫描,,
运维,6-2-2上层副扫码台无法启动,,
运维,第四套ID2411050021波次启动失败,,
运维,ID2411040061  这个波次wes关闭了波次  但是WMS还在二分中状态,,
运维,B4第四套26号分拣机LCD屏显示两个点， IP地址是错误并已经纠正,,
运维,D仓第二套有两个波次关闭失败,,
运维,小车无法开机，ap和电源盒全部都离线，但能ping通（配置好网卡后）,,
运维,小车经常急停，无地毯定位和打滑,,
运维,第四套15号分拣机，接货位置距离平台过远,,
运维,B4第四套26号分拣机网络不通并电机离线， IP地址是错误并纠正后出现白板,,
运维,B4仓第四套启动波次不成功,,
运维,小车红色报错,,
运维,ss003发货口更换发车按钮连接线，按钮发车不发车,,
运维,GLP仓第六套17分拣机闪白灯,,
运维,GLP仓删除PO2411090021,,
运维,F0301发货口急停按钮更换连接线后，按急停按钮不生效,,
运维,扫码台无法识别条码，svs软件中取消条码128使能（取消时会弹出设置失败），再勾上就可以重新识别到（弹出设置成功），但开启扫码台软件后还是无法识别，重新导入配置也没有效果,,
运维,所有格口都没亮，结束的那些也不会亮,,
运维,BZQ2010货架无法使用,,
运维,第二套wcs上显示C24110601317850-1完成，其他查询都没有完成，扫码台显示没有发现条码，就是车服请求条码发车是C24110601317850-13，但wcs回复请求是C24110601317850-1条码的，所有导致现场wcs上看到C24110601317850-1分拣完成,,
运维,扫码台扫码不发车,,
运维,"关于邮件中提到的8号9号两次堵车的问题反馈：8号堵车的情况是因为17号分拣机网络差导致无法卸货成功，而操场造成现场的车辆堵塞。
9号视频中出现的上层堵塞的情况分析如下，在9点35分之前小车分拣正常，到9点35分后出现堵塞情况，而堵塞期间（9点35分~9点45分）设备没有出现设备上的故障，网络也良好。
而上层堵塞原因是分拣机在分拣下层的货物，导致中间10分钟出现上层堵塞的情况。
这个故障的原因出现是因为分拣目的格口过于集中。",,
运维,第二套平台中车服小车停止，ap离线，扫码台离线，分拣机都离线，ping不通,,
运维,第1套23号分拣机，LCD屏幕显示网线断开，网线接口正常，更换电梯板和交换板也没有效果，用网线从22号分拣机直接拉一根网线接23号电梯板也没有效果,,
运维,波次投下去也无法正常操作打包，没有回传数据给wms、现场也无法投料操作,,
运维,现场所有的按钮错乱了,,
运维,ss0402相机模糊,,
运维,11号，13号闪白灯,,
运维,第一套t-sort下层小车显示关机,,
运维,6-4-1下层扫码台,,
运维,测试OY热备关机切换测试,,
运维,第二套wcs上显示C24110906642133-1、C24111001274301-1完成，其他查询都没有完成，扫码台显示没有发现条码，就是车服请求条码发车是C24110906642133-11，C24111001274301-10，但wcs回复请求是C24110906642133-1、C24111001274301-1条码的，所有导致现场wcs上看到C24110906642133-1、C24111001274301-1分拣完成,,
运维,"上层扫码台AU01SSS01,AU01SSS02无法识别二维码，svs修改开启二维码功能后启动扫码台后再次关闭二维码功能",,
运维,现场无法关闭波次,,
运维,现场频繁急停,,
运维,第一套T-sort下层小车经常断开ap获取不到状态,,
运维,B4仓第1.2.3.4套都出现出现波次关闭不了的情况,,
运维,"现场更换地毯（2,8）（4,8）（51,5）坐标更换",,
运维,客户关闭波次后无法下发新波次,,
运维,第二套货架释放,,
运维,17号格口，绑定后，然后灯亮，但是一直落件。再次绑定显示没有集包数据。,,
运维,t-sort第八套下层，166-195小车急停频繁，出现无地毯定位,,
运维,扫码包裹不发车，显示分拣完成，过大概7~8分钟后才能正常扫描,,
运维,上层小车电量偏低，充电桩被关闭了,,
运维,车服和wcs内存占用情况很多，日志保存时间过长，1月份的日志还存在,,
运维,GLP仓第一套误启动了PO2411230148波次，波次在PNT上已经分拣，需要删除波次，联系罗健没有回复,,
运维,PNT-3DSort-01套，显示波次无法启动，pnt0691墙拉出来后依然无法启动波次,,
运维,堵车,,
运维,第二套下层155026小车添加上无法开机并报错,,
运维,B4仓第一套下层充电中无法充电，充电曲线是红色直线,,
运维,①添加小车后显示关机，无法开机，并ap连接显示off关机②平台急停频繁,,
运维,扫码台扫描任何一个包裹都出现不是该波次条码,,
运维,货架释放,,
运维,95100和102040更换了新的传送带之后，输送量就变得短了,,
运维,皮带机器人上面的皮带转速慢,,
运维,灯条注册不成功,,
运维,客户需要一份机器人整理的说明书和保养方案,,
运维,客户咨询怎么配置网络立镖设备的网络IP,,
运维,机器人失去地毯定位,,
运维,地毯铺设，扫地图,,
运维,小车称重有偏差，需要重新校准,,
运维,扫码台程序扫码完条码，没有声音,,
运维,扫码台电脑无法开机,,
运维,任务被锁定以后，怎么操作解锁,,
运维,客户反馈现场会出现堵车现象,,
运维,RCS软件优化，自动清楚任务,,
运维,第一套9号机反应迟钝：拉出、推进货架要10多秒后才有反应,,
运维,第一套9号分拣机读卡器插货架rfid显示报错,,
运维,发货口的相机位置反了,,
运维,删除已经在其它平台启动过的波次,,
运维,客户咨询如果断电恢复工单，各个软件怎么进行操作启动,,
运维,机器人102隔天启动，会没有电,,
运维,WES服务器上面时区进行更换，需要更换成新西兰的夏令时,,
运维,其它一台扫码台的电脑，上面显示还是中文语言,,
运维,扫码台电脑和RCS电脑时间有误差,,
运维,WES上面显示波次SS24120100106已经执行，但是WCS界面上面没有显示波次信息,,
运维,皮带输出量太短了，无法正常落件,,
运维,机器人报错信息：行走打滑,,
换货,掉电,,
换货,欠压,,
换货,1个保内,,
换货,离线,,
换货,离线,,
换货,坏,,
运维,B4第三套WES中启动波次后，WCS无波次且所有货架提示未释放,,
运维,更换了其中一块魔毯的RFID，需要在locate文件里重新更新所在坐标的RFID信息,,
运维,客户反馈扫码软件上面反馈的小车编号和实际的发货口上的小车编号不一致。,,
换货,保内,,
运维,美国希音B4第三套15-16分拣机之间一连接就会导致所有分拣机离线,,
运维,B4第一套下层扫码台软件无法连接相机,,
运维,WES中波次无法正常启动，WCS中该波次却已经启动并已经分过包裹了,,
运维,WES中波次启动成功，WCS中波次无法显示及启动,,
运维,分拣机显示蓝灯,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,故障,,
换货,不显示,,
换货,故障,,
换货,故障,,
换货,故障,,
运维,RCS的Auto Startup.txt无法启动灯条程序打开,,
运维,现场反应10号分拣机一侧无法读取货架，试过复位、重启、拔插电也没有用,,
运维,第一套9号机频繁离线，忽断忽连,,
运维,货架新增后无法使用，分拣机亮彩灯,,
运维,B仓第二套29号机4、5号电机离线,,
运维,美国B4第3套：环路保护已经是启用的，他们不分拣的时候网络都正常，一开始分拣就会有了所有分拣机随机断断续续离线，AP也会有离线现象。,,
运维,251135报警，陀螺仪及电机都离线,,
运维,第2套28号机离线,,
运维,B4第2套波次ID2412080010无法关闭，WES一直提示正在关闭中,,
快速处理,1、2、5号3台分拣机3号电机离线,,
换货,162050机器人灯板一直闪烁,,
换货,162113机器人灯板一直闪烁,,
快速处理,17号分拣机偶发网络状态差,,
快速处理,7号分拣机运行中X轴经常卡主,,
换货,巡检内容：1.平台检查  2.机器人维修3.扫码台设备检查4.充电桩检查5.格口检查6.挡边检查,,
换货,过电流,,
换货,报故障,,
换货,异响，选针不好,,
换货,灯不亮，乱报,,
换货,4号线3号3D分拣机无法翻板,,
换货,4号线3号3D分拣机无法翻板,,
换货,101052.100155.87030.100125.87077.87086.87024机器人急停,,
快速处理,87030.87077.87086.101050底盘破损,,
快速处理,4号。8号分拣机电机过载卡主,,
快速处理,平台地毯缝隙太大,,
快速处理,扫码台相机扫描个别条码不好扫,,
换货,BMSp5.5V电压不够,,
换货,异响一个，振动大两个,,
换货,欠电压,,
换货,离线,,
换货,错花,,
换货,满包状态异常,,
运维,扫码台显示服务离线,,
运维,飞箱104062报警,,
运维,扫码台扫码识别后不发车,,
换货,机器人故障情况：车号194157、193204、197030、197013、197069、197003、197007、193184、 BMSP板离线                                                                                                                                                        车号197047、197065、194014、193157、193199、197130、BMSP板5V模块输出电压低于5V,,
换货,"车号197058 运行多次急停 原因霍尔板故障 更换处理
车号197040读取不到磁条图 原因霍尔板故障 更换处理",,
换货,车号19734运行一直报错4457,,
换货,车号197086、196250、197118、193176、193200、197051、193152、194199、197038 运行不了 3个电机离线 （翻板、左电机、右电机）,,
换货,车号197148/197132/194199/193207/193163/197126/194004/193187  运行不了，一直发现急停故障,,
换货,车号197134、193214 小车按键指示灯板不会亮,,
换货,车号193179、197058运行一直报错 446E  444B,,
换货,车号197014、193029、 运行多次急停 无地毯定位,,
换货,现场多台小车 被老鼠钻进车里塔窝  车里多处电路板连接线 被老鼠咬断,,
换货,现场多台小车 被老鼠钻进车里塔窝  车里多处电路板连接线 被老鼠咬断,,
